path,state
train2/walk-0.png,0
train2/walk-1.png,0
train2/walk-2.png,0
train2/walk-3.png,0
train2/walk-4.png,0
train2/walk-5.png,0
train2/walk-6.png,0
train2/walk-7.png,0
train2/walk-8.png,0
train2/walk-9.png,0
train2/walk-10.png,0
train2/walk-11.png,0
train2/walk-12.png,0
train2/walk-13.png,0
train2/walk-14.png,0
train2/walk-15.png,0
train2/walk-16.png,0
train2/walk-17.png,0
train2/walk-18.png,0
train2/walk-19.png,0
train2/walk-20.png,0
train2/walk-21.png,0
train2/walk-22.png,0
train2/walk-23.png,0
train2/walk-24.png,0
train2/walk-25.png,0
train2/walk-26.png,0
train2/walk-27.png,0
train2/walk-28.png,0
train2/walk-29.png,0
train2/walk-30.png,0
train2/walk-31.png,0
train2/walk-32.png,0
train2/walk-33.png,0
train2/walk-34.png,0
train2/walk-35.png,0
train2/walk-36.png,0
train2/walk-37.png,0
train2/walk-38.png,0
train2/walk-39.png,0
train2/walk-40.png,0
train2/walk-41.png,0
train2/walk-42.png,0
train2/walk-43.png,0
train2/walk-44.png,0
train2/walk-45.png,0
train2/walk-46.png,0
train2/walk-47.png,0
train2/walk-48.png,0
train2/walk-49.png,0
train2/walk-50.png,0
train2/walk-51.png,0
train2/walk-52.png,0
train2/walk-53.png,0
train2/walk-54.png,0
train2/walk-55.png,0
train2/walk-56.png,0
train2/walk-57.png,0
train2/walk-58.png,0
train2/walk-59.png,0
train2/walk-60.png,0
train2/walk-61.png,0
train2/walk-62.png,0
train2/walk-63.png,0
train2/walk-64.png,0
train2/walk-65.png,0
train2/walk-66.png,0
train2/walk-67.png,0
train2/walk-68.png,0
train2/walk-69.png,0
train2/walk-70.png,0
train2/walk-71.png,0
train2/walk-72.png,0
train2/walk-73.png,0
train2/walk-74.png,0
train2/walk-75.png,0
train2/walk-76.png,0
train2/walk-77.png,0
train2/walk-78.png,0
train2/walk-79.png,0
train2/walk-80.png,0
train2/walk-81.png,0
train2/walk-82.png,0
train2/walk-83.png,0
train2/walk-84.png,0
train2/walk-85.png,0
train2/walk-86.png,0
train2/walk-87.png,0
train2/walk-88.png,0
train2/walk-89.png,0
train2/walk-90.png,0
train2/walk-91.png,0
train2/walk-92.png,0
train2/walk-93.png,0
train2/walk-94.png,0
train2/walk-95.png,0
train2/walk-96.png,0
train2/walk-97.png,0
train2/walk-98.png,0
train2/walk-99.png,0
train2/walk-100.png,0
train2/walk-101.png,0
train2/walk-102.png,0
train2/walk-103.png,0
train2/walk-104.png,0
train2/walk-105.png,0
train2/walk-106.png,0
train2/walk-107.png,0
train2/walk-108.png,0
train2/walk-109.png,0
train2/walk-110.png,0
train2/walk-111.png,0
train2/walk-112.png,0
train2/walk-113.png,0
train2/walk-114.png,0
train2/walk-115.png,0
train2/walk-116.png,0
train2/walk-117.png,0
train2/walk-118.png,0
train2/walk-119.png,0
train2/walk-120.png,0
train2/walk-121.png,0
train2/walk-122.png,0
train2/walk-123.png,0
train2/walk-124.png,0
train2/walk-125.png,0
train2/walk-126.png,0
train2/walk-127.png,0
train2/walk-128.png,0
train2/walk-129.png,0
train2/walk-130.png,0
train2/walk-131.png,0
train2/walk-132.png,0
train2/walk-133.png,0
train2/walk-134.png,0
train2/walk-135.png,0
train2/walk-136.png,0
train2/walk-137.png,0
train2/walk-138.png,0
train2/walk-139.png,0
train2/walk-140.png,0
train2/walk-141.png,0
train2/walk-142.png,0
train2/walk-143.png,0
train2/walk-144.png,0
train2/walk-145.png,0
train2/walk-146.png,0
train2/walk-147.png,0
train2/walk-148.png,0
train2/walk-149.png,0
train2/walk-150.png,0
train2/walk-151.png,0
train2/walk-152.png,0
train2/walk-153.png,0
train2/walk-154.png,0
train2/walk-155.png,0
train2/walk-156.png,0
train2/walk-157.png,0
train2/walk-158.png,0
train2/walk-159.png,0
train2/walk-160.png,0
train2/walk-161.png,0
train2/walk-162.png,0
train2/walk-163.png,0
train2/walk-164.png,0
train2/walk-165.png,0
train2/walk-166.png,0
train2/walk-167.png,0
train2/walk-168.png,0
train2/walk-169.png,0
train2/walk-170.png,0
train2/walk-171.png,0
train2/walk-172.png,0
train2/walk-173.png,0
train2/walk-174.png,0
train2/walk-175.png,0
train2/walk-176.png,0
train2/walk-177.png,0
train2/walk-178.png,0
train2/walk-179.png,0
train2/walk-180.png,0
train2/walk-181.png,0
train2/walk-182.png,0
train2/walk-183.png,0
train2/walk-184.png,0
train2/walk-185.png,0
train2/walk-186.png,0
train2/walk-187.png,0
train2/walk-188.png,0
train2/walk-189.png,0
train2/walk-190.png,0
train2/walk-191.png,0
train2/walk-192.png,0
train2/walk-193.png,0
train2/walk-194.png,0
train2/walk-195.png,0
train2/walk-196.png,0
train2/walk-197.png,0
train2/walk-198.png,0
train2/walk-199.png,0
train2/walk-200.png,0
train2/walk-201.png,0
train2/walk-202.png,0
train2/walk-203.png,0
train2/walk-204.png,0
train2/walk-205.png,0
train2/walk-206.png,0
train2/walk-207.png,0
train2/walk-208.png,0
train2/walk-209.png,0
train2/walk-210.png,0
train2/walk-211.png,0
train2/walk-212.png,0
train2/walk-213.png,0
train2/walk-214.png,0
train2/walk-215.png,0
train2/walk-216.png,0
train2/walk-217.png,0
train2/walk-218.png,0
train2/walk-219.png,0
train2/walk-220.png,0
train2/walk-221.png,0
train2/walk-222.png,0
